date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2012-12-20,2,0,0.0,3.3,1,45,01:07 PM,01:25 AM,08:44 AM,05:37 PM,1,-1,2,-1,18,83,97,4.2,1008,2,6,150,10,97401
2012-12-21,4,2,0.0,3.3,1,52,01:35 PM,02:27 AM,08:44 AM,05:37 PM,2,1,3,1,15,94,98,2.3,1007,4,2,123,8,97401
2012-12-22,5,1,0.0,5.1,1,60,02:04 PM,03:28 AM,08:45 AM,05:38 PM,2,0,3,0,18,91,96,0.6,1005,5,2,141,10,97401
2012-12-23,2,1,0.0,3.3,1,67,02:36 PM,04:27 AM,08:45 AM,05:38 PM,2,-1,2,-1,16,94,98,2.0,1008,2,4,156,9,97401
2012-12-24,3,1,0.0,3.3,1,74,03:12 PM,05:26 AM,08:46 AM,05:39 PM,2,-0,2,-0,15,96,99,3.6,1021,3,4,158,8,97401
2012-12-25,5,2,0.0,3.4,1,82,03:53 PM,06:21 AM,08:46 AM,05:40 PM,3,0,3,0,21,93,98,1.9,1009,5,5,137,11,97401
2012-12-26,4,2,0.0,3.4,1,89,04:39 PM,07:13 AM,08:46 AM,05:40 PM,3,2,3,2,12,97,98,2.2,1012,4,3,196,7,97401
2012-12-27,4,-0,0.0,5.1,1,96,05:31 PM,08:00 AM,08:47 AM,05:41 PM,2,-0,2,-0,12,75,97,0.5,1021,4,2,155,7,97401
2012-12-28,5,-1,0.0,3.4,1,100,06:26 PM,08:43 AM,08:47 AM,05:42 PM,-0,0,1,0,10,75,87,0.1,1021,5,10,121,5,97401
2012-12-29,4,-3,0.0,5.1,1,89,07:26 PM,09:21 AM,08:47 AM,05:43 PM,-1,-0,0,-0,6,72,88,0.1,1021,4,7,150,3,97401
2012-12-30,6,-3,0.0,8.7,2,82,08:26 PM,09:54 AM,08:47 AM,05:44 PM,-2,-1,0,-1,10,8,85,0.0,1024,6,7,84,5,97401
2012-12-31,4,-3,0.0,6.9,2,78,09:29 PM,10:25 AM,08:47 AM,05:44 PM,-4,-2,-0,-2,9,49,77,0.0,1026,4,9,141,5,97401
2013-01-01,7,-3,0.0,8.7,2,68,10:32 PM,10:53 AM,08:47 AM,05:45 PM,-2,-2,1,-2,15,7,82,0.0,1029,7,10,84,7,97401
2013-01-02,9,-4,0.0,8.7,2,60,11:37 PM,11:20 AM,08:47 AM,05:46 PM,-1,-1,1,-1,15,1,85,0.0,1025,9,10,88,8,97401
2013-01-03,9,-3,0.0,8.7,2,53,No moonrise,11:47 AM,08:47 AM,05:47 PM,-2,0,3,0,17,29,75,0.0,1022,9,10,126,9,97401
2013-01-04,9,-1,0.0,8.7,2,46,12:43 AM,12:16 PM,08:47 AM,05:48 PM,1,2,3,2,10,31,86,0.0,1024,9,9,154,5,97401
2013-01-05,9,1,0.0,3.4,1,38,01:52 AM,12:47 PM,08:47 AM,05:49 PM,2,3,4,3,10,76,87,0.4,1021,9,8,162,5,97401
2013-01-06,8,-1,0.0,8.7,2,31,03:02 AM,01:24 PM,08:47 AM,05:50 PM,3,3,4,3,11,58,92,0.0,1022,8,6,173,6,97401
